Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,kapacitet,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",print-position-2,order-from,tariff-stat-no,color,print-surface,weight,dimensions,certificate,ovrigt,bestall-fran,tryck-storlek,storlek,accessories,version,tariff-stat-nn,input,output,solar-laddning,packaging,capacity,print-position-3,own-design,farg,sizes
20,"R-ABS LED Built-in cables PD Powerbank 10.000mAh",16065,,"En powerbank där du alltid har laddningskabeln med dig även när du är på språng. De inbyggda kablarna säkerställer att du alltid kan ladda din mobiltelefon. Med Lightning kabel, Type C kabel och USB kabel har du alltid tillgång till att ladda den mobil som behöver det. Med det inbyggda batteriet på 10.000mAh klarar du dig utan ett vägguttag under resan. Med loggan upplyst med LED ljus gör du enkelt reklam för ditt företag eller varumärke.

R-ABS materialet powerbanken är tillverkad av är även GRS certifierat för full spårbarhet till tillverkaren.",16065,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank-2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank-3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank-5-1-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank-1b-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank_PIC.zip"" target=""_blank"" rel=""noopener"">16065_R-ABS LED Built-in cables Powerbank_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16065_R-ABS-LED-Built-in-cables-Powerbank-10.000mAh_ARTW.pdf"" target=""_blank"" rel=""noopener"">16065_R-ABS LED Built-in cables Powerbank 10.000mAh_ARTW</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16065-Declaration-of-Conformity.pdf"">16065 Declaration of Conformity</a>",,123456-2,"50 st",8507600090,Svart,50x50mm,"Gravyr med LED ljus",ABS,10.000mAh,188g,107x68x25mm,"CE, Rohs, EMC",245,199,183,175,164,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,"Qi 15W Nordic Charger",17035,,"Denna Qi plattan på 15W är inspirerad i färgerna efter den nordiska designen. Färgen Greige är ljus och fräsch och passar in med de nordiska färgerna. Perfekt att ha på skrivbordet eller varför inte på nattduksbordet. Med din Iphone 12 eller senare modell ligger telefonen stabilt på laddning. En Qi laddare som är snällare för miljön och en snygg inredningsdetalj. Qi laddaren är tillverkad av FSC bambu vilket är snällare för både miljön och för tillverkningen. Textilen är tillverkad av R-PET med GRS certifikat för full spårbarhet till tillverkaren.",17035,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/12/17035_Qi-15W-Nordic-Charger-1b-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17035_Qi-15W-Nordic-Charger_5.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17035_Qi-15W-Nordic-Charger_4.jpg",https://www.usb.nu/wp-content/uploads/2023/12/17035_Qi-15W-Nordic-Charger-main.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17035_Qi-15W-Nordic-Charger-PIC.zip"" target=""_blank"" rel=""noopener"">17035_Qi 15W Nordic Charger PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17035_Qi-15W-Nordic-Charger_ARTW.pdf"" target=""_blank"" rel=""noopener"">17035_Qi 15W Nordic Charger_ARTW</a>",,715-sv,"100 st",8504409590,Greige,86x86mm,Screen,"FSC Bambu",15W,50g,90x90x9mm,"CE, Rohs, EMC",,139,124,116,109,101,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,"Nordic Charger Powerbank 10.000mAh",17020,,"En kraftfull Powerbank i de nordiska färgerna. Powerbanken har en framsida tillverkad av stilren och ljus textil, och en baksida tillverkad av bambu. Powerbankens färger är inspirerade utav nordisk design och färgen kallar vi för Greige. En blandning mellan beige och grå som utger en elegant och snygg kombination. Powerbanken har ett batteri på hela 10.00mAh och laddar upp din telefon när du är på resande fot. Med 10.000mAh batteri har du möjlighet till att ladda upp din telefon fler än en gång.  Baksidan är tillverkad av FSC bambu vilket är snällare för både miljön och för tillverkningen. Textilen är tillverkad av R-PET med GRS certifikat för full spårbarhet till tillverkaren.",17020,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh-3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh-2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh-4-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh-4b_1417px.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh_PIC.zip"" target=""_blank"" rel=""noopener"">17020_Nordic Charger Powerbank 10.000mAh_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17020_Nordic-Charger-Powerbank-10.000mAh_ARTW.pdf"" target=""_blank"" rel=""noopener"">17020_Nordic Charger Powerbank 10.000mAh_ARTW</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17020-Declaration-of-Conformity.pdf"">17020 Declaration of Conformity</a>",,715-sv,"100 st",8507600090,Greige,98x58mm,Screen,"FSC Bambu",10.000mAh,199g,"103x63x24,5mm","CE, Rohs, EMC",,203,184,174,165,154,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"Nordic Charger Powerbank 5000mAh",17010,,"Powerbank med framsidan tillverkad av snygg och ljus textil, och en baksida tillverkad av bambu gör denna Powerbank till en succé. Powerbankens färger är inspirerade utav nordisk design och färgen kallar vi för Greige. En blandning mellan beige och grå som utger en stilren och bra kombination. Powerbanken har ett batteri på 5000mAh och laddar upp din telefon när du är på språng. Helt enkelt en Powerbank i stilren och ljust material. Baksidan är tillverkad utav miljövänlig FSC bambu. Textilen är tillverkad av R-PET med GRS certifikat för full spårbarhet till tillverkaren.",17010,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/12/17010_Nordic-Charger-Powerbank-5000mAh-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17010_Nordic-Charger-Powerbank-5000mAh-2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/17010_Nordic-Charger-Powerbank-5000mAh-3-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/12/17010_Nordic-Charger-Powerbank-5000mAh-1_1417px.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17010_Nordic-Charger-Powerbank-5000mAh_PIC.zip"" target=""_blank"" rel=""noopener"">17010_Nordic Charger Powerbank 5000mAh_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/17010_Nordic-Charger-Powerbank-5000mAh_ARTW.pdf"" target=""_blank"" rel=""noopener"">17010_Nordic Charger Powerbank 5000mAh_ARTW</a>",,715-sv,"100 st",8507600090,Greige,98x58mm,Screen,"FSC Bambu",5000mAh,113g,"103,5x63,5x16mm","CE, Rohs, EMC",,159,143,132,124,114,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,"6in1 Lanyard Cable",16016,,"En smart och funktionell 6in1 laddningskabel som kan användas på många olika sätt. Med utfallande digitaltryck kan bandet tryckas i valfri färg på både in- och utsida och du kan därmed designa bandet efter eget önskemål. Det är även möjligt att sätta tryck på plasthatten för att göra det ännu mer personligt för ert företag.

Laddningskabeln har även en praktiskt karbinhake där du kan fästa t.ex namnbricka, mässkort eller varför inte ditt visitkort. Oavsett om du går på mässa eller är ute och reser har du alltid din laddningskabel med runt halsen.

USB &amp; TypeC. Micro, Lightning &amp; TypeC",16016,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard_25c.jpg,https://www.usb.nu/wp-content/uploads/2023/12/7-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-5-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-4-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard_37.jpg",https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-2-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard_PIC.zip"" target=""_blank"" rel=""noopener"">16016_6in1 Lanyard_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-cable_ARTW_White.pdf"" target=""_blank"" rel=""noopener"">16016_6in1 Lanyard cable_ARTW_White</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16016_6in1-Lanyard-cable_ARTW_Black.pdf"" target=""_blank"" rel=""noopener"">16016_6in1 Lanyard cable_ARTW_Black</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/16016-Declaration-of-Conformity.pdf"">16016 Declaration of Conformity</a>",,730-sv,100st,8544429090,"Vitt band. Plasthatt vit eller svart",840x12mm,Transfer,Textil+ABS,3A,34g,"950x20,3mm","CE, Rohs, EMC",,46,39,37,35,33,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,"R-ABS LED Wireless Headphones",16795,,"Trådlöst headset som sitter skönt och håller sig på plats under såväl springturen som promenaden. Med ett 500mAh batteri inbyggt i hörlurarna kan du lyssna på musik, prata i telefon eller lyssna på en skön podcast under många timmar. Hörlurarna laddar du enkelt upp med den medföljande Type C kabeln. Hörlurarna är inte bara sköna och bekväma utan har även en stilren design. Logotype upplyst i vit LED ingår på båda yttersidorna av hörlurarna. Hörlurarna är tillverkade av återvunnen plast och materialet är GRS certifierat för full spårbarhet till tillverkaren.",16795,"Nyheter,Ljud","https://www.usb.nu/wp-content/uploads/2023/12/HP-headset-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/Star-Wars-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/12/16795_R-ABS-LED-Wireless-Headphones_1417.jpg,,,730-sv,"50 st",8518210000,Svart,56x71mm,"Fullfärgstryck, LED",ABS,500mAh,220g,168x188x80mm,"CE, Rohs, EMC",438,362,336,310,285,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,"PD 35W Fast Charging Wall Adapter",15110,,"PD adapter med en output på över 35W. USB-C PD laddning är en snabb laddningsfunktion GaN som laddar din iPad eller smartphone extremt snabbt. På 30minuter laddar du upp din mobil till mer än 50% då ihopkopplad med en USB-C till Type C eller till Lightning-kontakten. Adapterns 2 uttag gör det möjligt att ladda två telefoner samtidigt. Adaptern är förutom extremt snabb även i en perfekt storlek för att ta med sig när man är på språng. Kontakten är TUV/GS godkänd vilket garanterar marknadens hårdaste krav på säkerhet är fastställd. En säker produkt som är godkänd i hela EU.",15110,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-35W-Fast-Charging-Wall-Adapter-1-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-35W-Fast-Charging-Wall-Adapter-9-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-35W-Fast-Charging-Wall-Adapter-2-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-35W-Fast-Charging-Wall-Adapter-4-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/12/20240315_081622-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-35W-Fast-Charging-Wall-Adapter-3_1417px-4.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-35W-Fast-Charging-Wall-Adapter_PIC.zip"" target=""_blank"" rel=""noopener"">15110_PD 35W Fast Charging Wall Adapter_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/15110_PD-Fast-Charging-wall-adapter_ARTW.pdf"" target=""_blank"" rel=""noopener"">15110_PD Fast Charging wall adapter_ARTW</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/12/15110-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">15110 Declaration of Conformity</a>",,"715-sv,203-11m-sv",100st,85044060900,"Vit eller Svart",22x30mm,Silk,"Återvunnen plast","Output: 5V 1,75A max 35W",98g,74x36x36mm,"CE, Rohs, EMC, TUV",99,89,86,82,79,76,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,"Blue on Silent",536-00.001,,"Trådlösa hörlurar med aktiv brusreducering är en av de mest eftertraktade hörlurarna på marknaden idag. Med 4.2 trådlöst system och en ANC på 88dB ger dessa hörlurar en bra ljudupplevelse utan att ljud runt omkring stör. Hörlurarna har brusreducering på 15-20dB så att man som användare kan fokusera på musiken eller samtal, oavsett var man befinner sig. Det inbyggda 60mAh litiumbatteriet möjliggör en användningstid på runt 4-5 timmar. Dessa hörlurar är också bekväma att bära under en längre tid, vilket gör dem perfekta för resor eller för att lyssna på musik på promenaden.",536-00.001,Ljud,"https://www.usb.nu/wp-content/uploads/2023/04/536-00.001_1_463229-2.jpg,https://www.usb.nu/wp-content/uploads/2023/08/536-00.001_2S4A6646PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/08/536-00.001.png,https://www.usb.nu/wp-content/uploads/2023/08/536-00.001_2S4A6652PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/08/536-00.001_2S4A6648PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/04/536-00.001_463228-1.jpg",https://www.usb.nu/wp-content/uploads/2023/04/536-00.001_463228-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/08/536-00.001_Blue-On-Silent-PIC.zip"">536-00.001_Blue On Silent PIC</a>",,715-sv,50st,"85176200 000",Svart,40x12mm,Screen,ABS,-,180g,211x165x77mm,"CE, Rohs, EMC",339,304,289,279,269,258,248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,"Blue on Style",538-00.001,,"Trådlösa hörlurar med Bluetooth 5.0 och 200mAh batteri ger en smidig och enkel användning. Du kan enkelt styra musiken och svara på samtal utan att behöva ta upp din mobiltelefon. Ljudkvaliteten ger en klar och balanserad ljudupplevelse. Batteritiden på 200mAh ger en användningstid på runt 4 timmar på endast en laddning. Hörlurarna är bekväma och perfekta för både dagligt bruk och längre resor.",538-00.001,Ljud,"https://www.usb.nu/wp-content/uploads/2023/04/538-00.001.jpg,https://www.usb.nu/wp-content/uploads/2023/08/538-00.001_2S4A6635PM-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/08/538-00.001-Blue-On-Style.jpg,https://www.usb.nu/wp-content/uploads/2023/08/538-00.001_2S4A6636PM-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/04/538-00.001.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/08/538-00.001_Blue-On-Style-PIC.zip"">538-00.001_Blue On Style PIC</a>",,715-sv,50st,"85183000 900",Svart,30x35mm,Screen,ABS,-,150g,160x180mm,"CE, Rohs, EMC",179,145,138,132,127,121,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,"Qi 15W Travel Charger",17291,,"Denna 3-i-1 laddplatta med en effekt på 15W är en bra lösning för att hålla din mobil, Apple Watch och hörlurar laddade samtidigt. Genom att enkelt ansluta den till vägguttaget med en laddningskabel och adapter blir laddningsprocessen otroligt smidig. Nu kan du vara säker på att alla dina enheter är fulladdade och redo att användas när du behöver dem. Laddaren till klockan är kompatibel med AppleWatch. Laddaren för mobil och hörlurar är kompatibel med alla modeller som har trådlös laddning (Qi).",17291,"Laddare/Sladdar,Nyheter","https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_8.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_10.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_5.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_7.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_2.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_3.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_4.jpg",https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_6.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/06/17291_Qi-15W-Travel-Charger_PIC-1.zip"" target=""_blank"" rel=""noopener"">17291_Qi 15W Travel Charger_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/06/17291_QI-15W-Travel-charger_Artw-2.pdf"" target=""_blank"" rel=""noopener"">17291_QI 15W Travel charger_Artw</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/06/17291-Declaration-of-Conformity.pdf"">17291 Declaration of Conformity</a>",,725-sv,100st,8504409590,"Svart, Vit",40mm,"Gravyr (screentryck från 500st)",ABS,15W,115g,"229x76x13mm Ihopvikt: 83x76x24mm","CE, Rohs, EMC",,209,198,193,188,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,"Car phone holder Taxi",17293,,"Denna telefonhållare är ett utmärkt val för alla bilresor. Med en stark klämma monterar du den antingen framför ratten eller i solskyddet. Den har ett stadigt och bra grepp för att hålla mobilen på plats under resan. Du kan ha mobilen ståendes eller liggandes då hållaren går att rotera 360°.",17293,Mobiltillbehör,"https://www.usb.nu/wp-content/uploads/2023/06/pic-2.png,https://www.usb.nu/wp-content/uploads/2023/06/Untitled-1-hemsida.png,https://www.usb.nu/wp-content/uploads/2023/06/pic-10-1.jpg",https://www.usb.nu/wp-content/uploads/2023/06/pic-7-2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/06/Car-phone-holder-Taxi_17293_pic.zip"">Car phone holder Taxi_17293_pic</a>",,760-sv,50st,3926909090,Svart,"Doming: 29x22mm  Tampo: 40x15mm","Doming eller Tampo",ABS,-,110g,90x90x80mm,"Rohs,Emc",89,79,75,69,64,61,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,"DataBlocker 4in1 Cable 2m",17285,,"Ladda din telefon tryggt oavsett var du befinner dig!

Data Blocker-kabeln förhindrar skadlig programvara och hackare från att exponera din information vid användning av publika ladduttag som är lätta att manipulera och utan din vetskap stjäla din data.

Denna kabel är utrustad med en Sync stop funktion (data blocker) som förhindrar oavsiktlig dataöverföring när du laddar din enhet via en offentlig laddningsstation eller i någon annans dator. Data blocker uppnår detta genom att blockera dataöverföring och låter endast ström passera.

Data blocker gör att du undviker identitetsstöld och avlyssning av samtal och meddelanden. Denna kabel eliminerar riskerna för installation av malware och stöld av data. Dekra godkänd.

<a href=""https://www.usb.nu/produkt/datablocker/"">DataBlocker 4in1 Cable 1m</a>",17285,"Laddare/Sladdar,Nyheter,Säkerhet","https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_3_Dekra-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17282_17285_4in1-DataBlocker-cable_Bag_3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_2_Dekra.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_4_Dekra-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_1_Dekra-scaled.jpg,https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_6_Dekra-1-scaled.jpg",https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_0_Dekra-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-DataBlocker-cable_Black_Dekra_PIC-1.zip"" target=""_blank"" rel=""noopener"">17285_4in1 DataBlocker cable_Black_Dekra_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/06/17285_4in1-Data-Blocker-cable-2m_ARTW.pdf"" target=""_blank"" rel=""noopener"">17285_4in1 Data Blocker cable 2m_ARTW</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/06/DataBlocker-4in1-Dekra_Info.pdf"" target=""_blank"" rel=""noopener"">DataBlocker 4in1 Dekra_Info</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/06/DataBlocker-4in1-Cable_Info_A5-utskrift.pdf"" target=""_blank"" rel=""noopener"">DataBlocker 4in1 Cable_Info_A5 utskrift</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/06/17285-Declaration-of-Conformity.pdf"">17285 Declaration of Conformity</a>",,725-sv,"50 st",8544429090,"Svart, Silver, Grön, Röd, Blå","20x5, 12x5, 10x8mm",Lasergravyr,Textil/aluminium,"2,4A",45g,2000mm,"CE, Rohs, EMC",79,69,59,52,49,46,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
